,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester City_18_19,13,11,2,0,35,40,5,35,1,1
1,Manchester City_17_18,13,12,1,0,37,42,8,34,1,1
2,Leicester City_19_20,13,9,2,2,29,31,8,23,2,5
3,Manchester City_19_20,13,9,1,3,28,37,14,23,3,2
4,Manchester Utd_17_18,13,9,2,2,29,28,6,22,2,2
5,Liverpool_18_19,13,10,3,0,33,26,5,21,2,2
6,Liverpool_19_20,13,12,1,0,37,30,11,19,1,1
7,Chelsea_16_17,13,10,1,2,31,29,10,19,1,1
8,Liverpool_16_17,13,9,3,1,30,32,14,18,2,4
9,Manchester City_16_17,13,9,3,1,30,29,12,17,3,3
